#Parameters = {R=10001}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
0.050000000745058	-6.9466898576032
0.050149999558926	-6.9960099715783
0.050299998372793	-7.0490656093866
0.050450000911951	-7.1069480540227
0.050599999725819	-7.1705488798086
0.050749998539686	-7.2405057422240
0.050900001078844	-7.3171680366436
0.051049999892712	-7.4005676068937
0.051199998706579	-7.4904073329921
0.051350001245737	-7.5860617462466
0.051500000059605	-7.6865928286227
0.051649998873472	-7.7907757814987
0.051800001412630	-7.8971510250229
0.051950000226498	-8.0040837998262
0.052099999040365	-8.1098493606811
0.052250001579523	-8.2127182984670
0.052400000393391	-8.3110726100199
0.052549999207258	-8.4034964720150
0.052700001746416	-8.4888805332479
0.052850000560284	-8.5665004959261
0.052999999374151	-8.6360657119381
0.053149998188019	-8.6977480313439
0.053300000727177	-8.7521556325587
0.053449999541044	-8.8002916913116
0.053599998354912	-8.8434731772761
0.053750000894070	-8.8832366933671
0.053899999707937	-8.9212352538612
0.054049998521805	-8.9591262447835
0.054200001060963	-8.9984797468429
0.054349999874830	-9.0406955037821
0.054499998688698	-9.0869324119255
0.054650001227856	-9.1380606276054
0.054800000041723	-9.1946316505010
0.054949998855591	-9.2568685751362
0.055100001394749	-9.3246589968970
0.055250000208616	-9.3975861313491
0.055399999022484	-9.4749585375497
0.055550001561642	-9.5558519804215
0.055700000375509	-9.6391851880942
0.055849999189377	-9.7237783576166
0.056000001728535	-9.8084446717598
0.056150000542402	-9.8920745883075
0.056299999356270	-9.9737148215188
0.056449998170137	-10.052652216957
0.056600000709295	-10.128465587913
0.056749999523163	-10.201074732538
0.056899998337030	-10.270748859949
0.057050000876188	-10.338100043778
0.057199999690056	-10.404041812769
0.057349998503923	-10.469736783944
0.057500001043081	-10.536518440627
0.057649999856949	-10.605808711299
0.057799998670816	-10.679039099235
0.057950001209974	-10.757560622815
0.058100000023842	-10.842573242119
0.058249998837709	-10.935060173993
0.058400001376867	-11.035729558795
0.058550000190735	-11.144980588829
0.058699999004602	-11.262866225663
0.058850001543760	-11.389079392877
0.059000000357628	-11.522948501315
0.059149999171495	-11.663451093335
0.059300001710653	-11.809237041472
0.059450000524521	-11.958680955841
0.059599999338388	-12.109943049197
0.059749998152256	-12.261060246626
0.059900000691414	-12.410047684280
0.060049999505281	-12.555013254051
0.060199998319149	-12.694285146254
0.060350000858307	-12.826518427022
0.060499999672174	-12.950800304383
0.060649998486042	-13.066710121885
0.060800001025200	-13.174347329134
0.060949999839067	-13.274316555620
0.061099998652935	-13.367670641600
0.061250001192093	-13.455815075933
0.061400000005960	-13.540393578396
0.061549998819828	-13.623163290400
0.061700001358986	-13.705864729369
0.061850000172853	-13.790109897198
0.061999998986721	-13.877279953537
0.062150001525879	-13.968458115931
0.062300000339746	-14.064366633760
0.062449999153614	-14.165347306339
0.062600001692772	-14.271354157141
0.062749996781349	-14.381972353069
0.062899999320507	-14.496461997404
0.063050001859665	-14.613817090056
0.063199996948242	-14.732856079546
0.063349999487400	-14.852319298196
0.063500002026558	-14.970978044978
0.063649997115135	-15.087755236225
