#Parameters = {ApertureA=7300; ApertureB=6000; Horn_Height=7300; ProbeHeight=1333; ProbeL=2000; ProbeR=23.5; ProbeRin=69.2; ProbeRout=72; R=10000; Thickness=3; WGH=3200; WGL=3000; WGW=2000}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
0.050000000745058	-3.5013088849530
0.050050001591444	-3.5499500846960
0.050099998712540	-3.5992359975699
0.050149999558926	-3.6491634708126
0.050200000405312	-3.6997214107925
0.050250001251698	-3.7509105363026
0.050299998372793	-3.8027241960300
0.050349999219179	-3.8551628525553
0.050400000065565	-3.9082293939099
0.050450000911951	-3.9619266294432
0.050500001758337	-4.0162604018297
0.050549998879433	-4.0712402600584
0.050599999725819	-4.1268742541911
0.050650000572205	-4.1831805112836
0.050700001418591	-4.2401712949360
0.050749998539686	-4.2978664284751
0.050799999386072	-4.3562859802765
0.050850000232458	-4.4154511119380
0.050900001078844	-4.4753864988518
0.050949998199940	-4.5361192953996
0.050999999046326	-4.5976770761981
0.051049999892712	-4.6600882795784
0.051100000739098	-4.7233856355204
0.051150001585484	-4.7875990309454
0.051199998706579	-4.8527604929286
0.051249999552965	-4.9189032518764
0.051300000399351	-4.9860597846260
0.051350001245737	-5.0542650015802
0.051399998366833	-5.1235500993009
0.051449999213219	-5.1939468442747
0.051500000059605	-5.2654878134546
0.051550000905991	-5.3382036195223
0.051600001752377	-5.4121215604980
0.051649998873472	-5.4872716832486
0.051699999719858	-5.5636773601097
0.051750000566244	-5.6413614639117
0.051800001412630	-5.7203479649379
0.051849998533726	-5.8006540256798
0.051899999380112	-5.8822958454654
0.051950000226498	-5.9652880825290
0.052000001072884	-6.0496423638643
0.052049998193979	-6.1353635415649
0.052099999040365	-6.2224575167992
0.052149999886751	-6.3109245317926
0.052200000733137	-6.4007645614589
0.052250001579523	-6.4919707100654
0.052299998700619	-6.5845326347970
0.052349999547005	-6.6784424512310
0.052400000393391	-6.7736807223186
0.052450001239777	-6.8702286736713
0.052499998360872	-6.9680669019821
0.052549999207258	-7.0671681049658
0.052600000053644	-7.1675037332776
0.052650000900030	-7.2690431946091
0.052700001746416	-7.3717521080815
0.052749998867512	-7.4755937532702
0.052799999713898	-7.5805270077229
0.052850000560284	-7.6865121092367
0.052900001406670	-7.7935033089161
0.052949998527765	-7.9014556763038
0.052999999374151	-8.0103220701595
0.053050000220537	-8.1200509729887
0.053100001066923	-8.2305935341788
0.053149998188019	-8.3418982951786
0.053199999034405	-8.4539103071723
