#Parameters = {ApertureA=7300; ApertureB=6000; Horn_Height=7300; ProbeHeight=1333; ProbeL=2000; ProbeR=23.5; ProbeRin=69.2; ProbeRout=72; R=10000; Thickness=3; WGH=3200; WGL=3000; WGW=2000}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
0.050000000745058	-3.1647523901386
0.050050001591444	-3.2077797911115
0.050099998712540	-3.2513315092422
0.050149999558926	-3.2953960082576
0.050200000405312	-3.3399689291627
0.050250001251698	-3.3850430603138
0.050299998372793	-3.4306187576684
0.050349999219179	-3.4766946949374
0.050400000065565	-3.5232688697987
0.050450000911951	-3.5703486559941
0.050500001758337	-3.6179401854884
0.050549998879433	-3.6660499863031
0.050599999725819	-3.7146897774974
0.050650000572205	-3.7638739634534
0.050700001418591	-3.8136153900858
0.050749998539686	-3.8639336412903
0.050799999386072	-3.9148484796331
0.050850000232458	-3.9663789804990
0.050900001078844	-4.0185507444744
0.050949998199940	-4.0713885049940
0.050999999046326	-4.1249188405061
0.051049999892712	-4.1791671311623
0.051100000739098	-4.2341632715812
0.051150001585484	-4.2899372495758
0.051199998706579	-4.3465145706279
0.051249999552965	-4.4039297119294
0.051300000399351	-4.4622072739734
0.051350001245737	-4.5213791010503
0.051399998366833	-4.5814749326611
0.051449999213219	-4.6425187385839
0.051500000059605	-4.7045384837433
0.051550000905991	-4.7675602355104
0.051600001752377	-4.8316057803622
0.051649998873472	-4.8966961122159
0.051699999719858	-4.9628543077850
0.051750000566244	-5.0300921350187
0.051800001412630	-5.0984299696264
0.051849998533726	-5.1678749908495
0.051899999380112	-5.2384413057511
0.051950000226498	-5.3101330871627
0.052000001072884	-5.3829521152100
0.052049998193979	-5.4569034203672
0.052099999040365	-5.5319816299248
0.052149999886751	-5.6081814587263
0.052200000733137	-5.6854927174081
0.052250001579523	-5.7639098836104
0.052299998700619	-5.8434089844615
0.052349999547005	-5.9239804516049
0.052400000393391	-6.0055963815022
0.052450001239777	-6.0882381078245
0.052499998360872	-6.1718756355723
0.052549999207258	-6.2564814805611
0.052600000053644	-6.3420236907741
0.052650000900030	-6.4284671010431
0.052700001746416	-6.5157777097414
0.052749998867512	-6.6039141915180
0.052799999713898	-6.6928403314285
0.052850000560284	-6.7825111546354
0.052900001406670	-6.8728859139709
0.052949998527765	-6.9639205893614
0.052999999374151	-7.0555687168622
0.053050000220537	-7.1477889480395
0.053100001066923	-7.2405302450041
0.053149998188019	-7.3337514589989
0.053199999034405	-7.4274045142551
0.053249999880791	-7.5214447452205
0.053300000727177	-7.6158236185646
0.053350001573563	-7.7104992278291
0.053399998694658	-7.8054283443090
0.053449999541044	-7.9005635049636
0.053500000387430	-7.9958632524196
0.053550001233816	-8.0912868273932
0.053599998354912	-8.1867894389270
0.053649999201298	-8.2823357973702
0.053700000047684	-8.3778817379045
0.053750000894070	-8.4733887267246
0.053800001740456	-8.5688177382092
0.053849998861551	-8.6641310596301
0.053899999707937	-8.7592889712511
0.053950000554323	-8.8542534380425
0.054000001400709	-8.9489817454829
0.054049998521805	-9.0434360968570
0.054099999368191	-9.1375731706860
0.054150000214577	-9.2313522360614
0.054200001060963	-9.3247261236442
0.054249998182058	-9.4176479756735
0.054299999028444	-9.5100702976535
0.054349999874830	-9.6019364627830
0.054400000721216	-9.6931951973416
0.054450001567602	-9.7837858947081
0.054499998688698	-9.8736441104597
0.054549999535084	-9.9627065171089
0.054600000381470	-10.050900136921
0.054650001227856	-10.138150922240
0.054699998348951	-10.224380023712
0.054749999195337	-10.309504068836
0.054800000041723	-10.393436832209
0.054850000888109	-10.476086665460
0.054900001734495	-10.557360200989
0.054949998855591	-10.637158761408
0.054999999701977	-10.715383966198
0.055050000548363	-10.791932816635
0.055100001394749	-10.866700562973
0.055149998515844	-10.939585425096
0.055199999362230	-11.010481622290
0.055250000208616	-11.079287838939
0.055300001055002	-11.145901833496
0.055349998176098	-11.210226755412
0.055399999022484	-11.272169020219
0.055449999868870	-11.331638611182
0.055500000715256	-11.388555576899
0.055550001561642	-11.442842473146
0.055599998682737	-11.494435510801
0.055649999529123	-11.543272905233
0.055700000375509	-11.589309737993
0.055750001221895	-11.632505704573
0.055799998342991	-11.672837629257
0.055849999189377	-11.710290059849
0.055900000035763	-11.744859461331
0.055950000882149	-11.776556446421
0.056000001728535	-11.805402760914
0.056049998849630	-11.831430462711
0.056099999696016	-11.854687540937
0.056150000542402	-11.875227468402
0.056200001388788	-11.893118302294
0.056249998509884	-11.908437845556
0.056299999356270	-11.921270482441
0.056350000202656	-11.931709287367
0.056400001049042	-11.939856223134
0.056449998170137	-11.945816913902
0.056499999016523	-11.949703115300
0.056549999862909	-11.951630614002
0.056600000709295	-11.951715057088
0.056650001555681	-11.950077066986
0.056699998676777	-11.946838032043
0.056749999523163	-11.942114519680
0.056800000369549	-11.936025397853
0.056850001215935	-11.928687548205
0.056899998337030	-11.920213311413
0.056949999183416	-11.910711044336
0.057000000029802	-11.900289687265
0.057050000876188	-11.889046681155
0.057100001722574	-11.877078446064
0.057149998843670	-11.864474151678
0.057199999690056	-11.851322185727
0.057250000536442	-11.837699885331
0.057300001382828	-11.823680118024
0.057349998503923	-11.809333674334
0.057399999350309	-11.794720325278
0.057450000196695	-11.779900014018
0.057500001043081	-11.764919358213
0.057549998164177	-11.749833183345
0.057599999010563	-11.734679326216
0.057649999856949	-11.719498553536
0.057700000703335	-11.704321668525
0.057750001549721	-11.689184185999
0.057799998670816	-11.674108944092
0.057849999517202	-11.659125000728
0.057900000363588	-11.644251762959
0.057950001209974	-11.629513255326
0.057999998331070	-11.614926369741
0.058049999177456	-11.600509789693
0.058100000023842	-11.586279900347
0.058150000870228	-11.572252746894
0.058200001716614	-11.558444731863
0.058249998837709	-11.544873015788
0.058299999684095	-11.531556193060
0.058350000530481	-11.518508625930
0.058400001376867	-11.505746480163
0.058449998497963	-11.493294196265
0.058499999344349	-11.481166963773
0.058550000190735	-11.469390223532
0.058600001037121	-11.457980743758
0.058649998158216	-11.446968338541
0.058699999004602	-11.436372841172
0.058749999850988	-11.426220583437
0.058800000697374	-11.416541755111
0.058850001543760	-11.407359417401
0.058899998664856	-11.398707535271
0.058949999511242	-11.390610847393
0.059000000357628	-11.383100911005
0.059050001204014	-11.376208767165
0.059099998325109	-11.369967049135
0.059149999171495	-11.364401864065
0.059200000017881	-11.359548612332
0.059250000864267	-11.355434905879
0.059300001710653	-11.352090507555
0.059349998831749	-11.349542787086
0.059399999678135	-11.347822889060
0.059450000524521	-11.346956846026
0.059500001370907	-11.346969745739
0.059549998492002	-11.347885870444
0.059599999338388	-11.349727865608
0.059650000184774	-11.352515085481
0.059700001031160	-11.356269209360
0.059749998152256	-11.361005396308
0.059799998998642	-11.366738704364
0.059849999845028	-11.373483153898
0.059900000691414	-11.381250086584
0.059950001537800	-11.390046498984
0.059999998658895	-11.399878590857
0.060049999505281	-11.410751641651
0.060100000351667	-11.422668207439
0.060150001198053	-11.435627494816
0.060199998319149	-11.449629241892
0.060249999165535	-11.464670895682
0.060300000011921	-11.480743622245
0.060350000858307	-11.497841416733
0.060400001704693	-11.515958298822
0.060449998825788	-11.535082693429
0.060499999672174	-11.555203566270
0.060550000518560	-11.576308472337
0.060600001364946	-11.598384728356
0.060649998486042	-11.621420143297
0.060699999332428	-11.645398864471
0.060750000178814	-11.670308827596
0.060800001025200	-11.696135451808
0.060849998146296	-11.722864630196
0.060899998992682	-11.750482703066
0.060949999839067	-11.778975073625
0.061000000685453	-11.808334123147
0.061050001531839	-11.838545364922
0.061099998652935	-11.869598082828
0.061149999499321	-11.901486510791
0.061200000345707	-11.934200853124
0.061250001192093	-11.967736463454
0.061299998313189	-12.002091085789
0.061349999159575	-12.037259064921
0.061400000005960	-12.073242092664
0.061450000852346	-12.110043874192
0.061500001698732	-12.147664667589
0.061549998819828	-12.186112405236
0.061599999666214	-12.225393599939
0.061650000512600	-12.265518102088
0.061700001358986	-12.306499107744
0.061749998480082	-12.348347624777
0.061799999326468	-12.391079817233
0.061850000172853	-12.434714628632
0.061900001019239	-12.479267563194
0.061949998140335	-12.524761563326
0.061999998986721	-12.571216260067
0.062049999833107	-12.618654336683
0.062100000679493	-12.667098949377
0.062150001525879	-12.716575967478
0.062199998646975	-12.767109177226
0.062249999493361	-12.818724586804
0.062300000339746	-12.871446925754
0.062350001186132	-12.925302954159
0.062399998307228	-12.980319924235
0.062449999153614	-13.036520064149
0.062500000000000	-13.093930222241
0.062550000846386	-13.152576320687
0.062600001692772	-13.212479975478
0.062650002539158	-13.273665498485
0.062700003385544	-13.336153835250
0.062749996781349	-13.399967685940
0.062799997627735	-13.465124944953
0.062849998474121	-13.531644767004
0.062899999320507	-13.599543544547
0.062950000166893	-13.668837827622
0.063000001013279	-13.739542680218
0.063050001859665	-13.811668077451
0.063100002706051	-13.885228087780
0.063150003552437	-13.960231064155
0.063199996948242	-14.036687169095
0.063249997794628	-14.114603497933
0.063299998641014	-14.193985606882
0.063349999487400	-14.274839933606
0.063400000333786	-14.357170776502
0.063450001180172	-14.440982463503
0.063500002026558	-14.526275242559
0.063550002872944	-14.613055161071
0.063600003719330	-14.701324398846
0.063649997115135	-14.791083189280
0.063699997961521	-14.882337833621
0.063749998807907	-14.975088685246
0.063799999654293	-15.069342904301
0.063850000500679	-15.165104791444
0.063900001347065	-15.262379891067
0.063950002193451	-15.361177578857
0.064000003039837	-15.461506183670
0.064049996435642	-15.563380978462
0.064099997282028	-15.666813644129
0.064149998128414	-15.771822072515
0.064199998974800	-15.878426402259
0.064249999821186	-15.986648320121
0.064300000667572	-16.096516429957
0.064350001513958	-16.208057998191
0.064400002360344	-16.321306162913
0.064450003206730	-16.436300871886
0.064499996602535	-16.553080784462
0.064549997448921	-16.671690222062
0.064599998295307	-16.792181534229
0.064649999141693	-16.914606463130
0.064699999988079	-17.039020148070
0.064750000834465	-17.165485366709
0.064800001680851	-17.294070079946
0.064850002527237	-17.424839389551
0.064900003373623	-17.557871414858
0.064949996769428	-17.693240794886
0.064999997615814	-17.831027572111
0.065049998462200	-17.971317698381
0.065099999308586	-18.114198251886
0.065150000154972	-18.259758300171
0.065200001001358	-18.408091206244
0.065250001847744	-18.559290155860
0.065300002694130	-18.713453415685
0.065350003540516	-18.870677817051
0.065399996936321	-19.031059432219
0.065449997782707	-19.194698976184
0.065499998629093	-19.361693668018
0.065549999475479	-19.532139186383
