#Parameters = {ApertureA=7300; ApertureB=6000; Horn_Height=7300; ProbeHeight=1333; ProbeL=2000; ProbeR=23.5; ProbeRin=69.2; ProbeRout=72; R=10000; Thickness=3; WGH=3200; WGL=3000; WGW=2000}
#"Frequency / GHz"	"S1,1 (1) [Magnitude / dB]"
#---------------------------------------------
0.058400001376867	-11.520567421742
0.058449998497963	-11.508579765286
0.058499999344349	-11.496923376143
0.058550000190735	-11.485613804019
0.058600001037121	-11.474671538518
0.058649998158216	-11.464119731232
0.058699999004602	-11.453977829113
0.058749999850988	-11.444270924819
0.058800000697374	-11.435019447426
0.058850001543760	-11.426251336810
0.058899998664856	-11.417992379607
0.058949999511242	-11.410265262543
0.059000000357628	-11.403097985365
0.059050001204014	-11.396517490789
0.059099998325109	-11.390552108866
0.059149999171495	-11.385230924586
0.059200000017881	-11.380575269267
0.059250000864267	-11.376617738138
0.059300001710653	-11.373385126641
0.059349998831749	-11.370899339731
0.059399999678135	-11.369190030557
0.059450000524521	-11.368280212359
0.059500001370907	-11.368193165434
0.059549998492002	-11.368953893878
0.059599999338388	-11.370579141671
0.059650000184774	-11.373093814589
0.059700001031160	-11.376512539250
0.059749998152256	-11.380854795357
0.059799998998642	-11.386133603862
0.059849999845028	-11.392362525456
0.059900000691414	-11.399554541889
0.059950001537800	-11.407717553719
0.059999998658895	-11.416860877629
0.060049999505281	-11.426987966201
0.060100000351667	-11.438106965681
0.060150001198053	-11.450216274150
0.060199998319149	-11.463317103587
0.060249999165535	-11.477411778528
0.060300000011921	-11.492493904340
0.060350000858307	-11.508561157136
0.060400001704693	-11.525608227549
0.060449998825788	-11.543628255131
0.060499999672174	-11.562614423116
0.060550000518560	-11.582557987202
0.060600001364946	-11.603446688550
0.060649998486042	-11.625275094055
0.060699999332428	-11.648030166939
0.060750000178814	-11.671701258198
0.060800001025200	-11.696278416518
0.060849998146296	-11.721752338678
0.060899998992682	-11.748109748730
0.060949999839067	-11.775344411763
0.061000000685453	-11.803442656643
0.061050001531839	-11.832401070327
0.061099998652935	-11.862207726067
0.061149999499321	-11.892859524490
0.061200000345707	-11.924349647640
0.061250001192093	-11.956673737758
0.061299998313189	-11.989831261659
0.061349999159575	-12.023821430424
0.061400000005960	-12.058644424682
0.061450000852346	-12.094304192868
0.061500001698732	-12.130801106569
0.061549998819828	-12.168145032382
0.061599999666214	-12.206343584955
0.061650000512600	-12.245404564120
0.061700001358986	-12.285340061334
0.061749998480082	-12.326164131108
0.061799999326468	-12.367891521672
0.061850000172853	-12.410537130787
0.061900001019239	-12.454120272427
0.061949998140335	-12.498658694870
0.061999998986721	-12.544173104079
0.062049999833107	-12.590685166232
0.062100000679493	-12.638218424863
0.062150001525879	-12.686794736782
0.062199998646975	-12.736439043591
0.062249999493361	-12.787175158181
0.062300000339746	-12.839029376350
0.062350001186132	-12.892026494914
0.062399998307228	-12.946190724566
0.062449999153614	-13.001547389587
0.062500000000000	-13.058123998560
0.062550000846386	-13.115942247596
0.062600001692772	-13.175028774286
0.062650002539158	-13.235404975083
0.062700003385544	-13.297095584960
0.062749996781349	-13.360121567467
0.062799997627735	-13.424505305298
0.062849998474121	-13.490264873948
0.062899999320507	-13.557421720754
0.062950000166893	-13.625992830712
0.063000001013279	-13.695994320291
0.063050001859665	-13.767443314107
0.063100002706051	-13.840353924888
0.063150003552437	-13.914739451510
0.063199996948242	-13.990614206314
0.063249997794628	-14.067987458622
0.063299998641014	-14.146870805174
0.063349999487400	-14.227274567019
0.063400000333786	-14.309207141123
0.063450001180172	-14.392677712854
0.063500002026558	-14.477694526529
0.063550002872944	-14.564264655505
0.063600003719330	-14.652396611327
0.063649997115135	-14.742098444397
0.063699997961521	-14.833378177333
0.063749998807907	-14.926244320042
0.063799999654293	-15.020706836052
0.063850000500679	-15.116775703679
0.063900001347065	-15.214464055560
0.063950002193451	-15.313783097562
0.064000003039837	-15.414749226426
0.064049996435642	-15.517378452890
0.064099997282028	-15.621688024590
0.064149998128414	-15.727702931988
0.064199998974800	-15.835442554793
0.064249999821186	-15.944936063349
0.064300000667572	-16.056213589495
0.064350001513958	-16.169307677025
0.064400002360344	-16.284252616020
0.064450003206730	-16.401090880727
0.064499996602535	-16.519863071160
0.064549997448921	-16.640619416483
0.064599998295307	-16.763408198851
0.064649999141693	-16.888285006353
0.064699999988079	-17.015311222180
0.064750000834465	-17.144547331261
0.064800001680851	-17.276059545360
0.064850002527237	-17.409921912876
0.064900003373623	-17.546207105481
0.064949996769428	-17.684994852222
0.064999997615814	-17.826365764186
0.065049998462200	-17.970407675132
0.065099999308586	-18.117206599665
0.065150000154972	-18.266857600165
0.065200001001358	-18.419453590391
0.065250001847744	-18.575093876768
0.065300002694130	-18.733875079776
0.065350003540516	-18.895899303924
0.065399996936321	-19.061269101113
0.065449997782707	-19.230085799200
0.065499998629093	-19.402452621585
0.065549999475479	-19.578470327227
0.065600000321865	-19.758238944865
0.065650001168251	-19.941854308897
0.065700002014637	-20.129411039907
